Company Name,Place ID,Author,Rating,Review Text,sentiment,confidence
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,namita khullar,5,"We are very happy with Activa's services, Professionalism, and our Two story condominium built by them, it is upto the mark, no complains at all",POSITIVE,0.9906114935874939
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Taylor M.,1,This company is disappointing. They care more about profit turn around than actually making sure a house is structurally sound. If you want your house being up to code do not consider them.,NEGATIVE,0.99996018409729
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Wendy B,5,"This is my second home purchase by Activa, and I would definitely purchase another home again with this builder.  They did everything I asked for and beyond.  The quality is excellent.  The staff are professional, accommodating, knowledgeable, and always quick to help.  Steve - Finishing Manager was amazing, and always quick to respond, and complete any warranty tasks, or concerns.  This whole overall experience with Activa, was once again excellent.  To the builder, staff, and team.  Thank you so much.",POSITIVE,0.9991647005081177
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Hagen Li,5,"Can't believe we have moved into our dream house for half a year now. Activa did a great job building our new home.

What we like the most is that we were always informed ahead of time about upcoming events so that we can plan for them.

Understanding Activa is a volume builder, Activa exceeded our expectations by offering some level of customization that make our house an unique one.

Inevitably, building a home comes with mistakes. We found that the pre drywall inspection  is very useful to confirm new home structure and pointed out things that need to be fixed.

Last but not least, thanks Activa for sending us reminder emails about how to maintain our home. Really appreciate it.",POSITIVE,0.9979389309883118
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Danish Jalal Nizami,1,"They make poor homes and exploit customers on real estate market situation.Any major complaints on defects you  put forward, they will present you with fine prints of the contract to tell you that you are fool to expect things, since their fine prints protect them from all obligations. You show cracked concrete they will say yet not wide enough to repair, you tell them u are having water pressure problem they will tell u it is city problem though none of your neighbors have the issue and some complaints if they take they will postpone the fix until u are out of warranty.  I hope my frustration is heard by enough for them to decide not to go for this builder. To quote a instance, I have yet not completed two years of warranty, my shingles are missing, I requested a repair, they said Tarion wnty on shingles is for one year, if I have to get it repaired , I should go to roofing guys. The roofing guy said, they only cover workmanship.I have to if I want to fix  it. They are bad. Think !",NEGATIVE,0.9999377727508545
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Jenn,5,"Beautiful homes! Great prices! Eva, at the sales centre was super helpful and provided us with all the relevant information and materials! If you want a beautiful home in the kitchen waterloo area these homes are a must see 😍",POSITIVE,0.997105062007904
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Emanuel Catana,5,"We had the pleasure of working with Activa and building our family home. They exceeded our needs on a timely manner and we couldn’t be any happier. Thank you Activa, we look forward to working with you again.",POSITIVE,0.9955456256866455
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Abdelbaset Midawi,5,"Finally we have moved into our first home in Canada. Activa did a great job building our new home.

What we like the most is that we were always informed ahead of time about upcoming events so that we can plan for them.

Understanding Activa is a volume builder, Activa exceeded our expectations by offering some level of customization that make our house an unique one. Even during COVID time the degin studio was availble and make our life easy to chosse from a wide selction for intrior desgin.

Building a home comes with mistakes. We found that the pre drywall inspection  is very useful to confirm new home structure and pointed out things that need to be fixed. After moving in Activa working hard to fix all missing stuff and achieve what we asked for. Hopefully everything will be done soon.

We would like to thanks Activa for sending us reminder emails about how to maintain our home. And we are looking forward to see the extrior area completed soon! with the ligth and garden playground for kids and so on.

Defintly If we decide to bulid another home in Canada that will be with Activa.",POSITIVE,0.9998748302459717
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Rakesh Raghupathi,5,"I recently purchased a home with Activa and had an amazing experience. As a a first time investor on a townhome property, i had my fear of spending a lot of time figuring out details. But  engaging with Activa was incredibly easy, making the whole process of selecting my home and all the details associated with it, smooth and hassle free. The customer service team was also incredibly helpful throughout the entire process. I highly recommend Activa for anyone looking for a great user experience when buying a home!",POSITIVE,0.9992972612380981
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Darren - Kenrick Ricketts,5,"While living a million miles away in a different country and time zone, Activia worked with us to ensure everything went smooth with our home purchase.  The care, time, information, and willingness to go above and beyond made the purchasing experience smooth and worry free.  A transition back home to Canada after a few years is tough enough, but Activa made the transition into our new beautiful home wonderful.  Thanks to the entire Activa team (Sales rep, Design specialist, Finishing Supervisors, and Customer Cordinator) for an AWSOME experience. We love our home!",POSITIVE,0.998785674571991
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Peter,1,"I'm leaving a review out of frustration from the lack of communication I have experienced from their customer coordinator who has been ignoring my emails since June regarding a warranty issue. In the 2 years I have lived in my home there have been many warranty issues needing to be addressed, I have taken countless days off of work to accommodate technicians coming in to complete various jobs. I still have outstanding items from my warranty list waiting to be addressed and all of my attempts to follow up on them since June have gone unanswered. Very disappointing from a company that promotes itself as being all about customer service.",NEGATIVE,0.9999923706054688
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Ronak Patel,1,"Poor Integrity""   “Do not buy” , “Do not buy” “Do not buy”   "" Poor Integrity""

Just Bought unit a month ago, Request for extension for closing for extra 2 months due to reason, not even a think a single time and remind me a agreement signed by customer care agent's email with screenshot of wordings,  treat like bought pizza slice from store. These guys have no sense that product you are selling for 1 Million not for $10 Pizza. Evan store owner pizza will change by request of customer.

Please buyer read a Agreement twice before a sign, keep a in loop with your lawyer before sign agreement, Builder will not listen your single word after sign agreement so take a time and go through your agreement word by word.  There many loopholes for builder to squeez to buyer in this agreement of Activa. Sales rep just interested to sign a agreement and will disappear soon once signed. Customer service also bad , didn't think that they should give solution to client , just asking 2 or 3 month extension before evan construction start and they remind me a agreement. For the builder Buyers are just numbers and no respect to buyer's sentiments.

There are many other reputable builders in Kitchener, My advice is stay away from this type of greedy Builder.",NEGATIVE,0.9999898672103882
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Chris Chris,1,"I am not satisfied with this company. They have failed to construct a pathway to the school for over a year since we occupied the house, despite it being their responsibility. Currently, the pathway is still under construction. Consequently, our children are unable to walk to school, and we are forced to drive them due to the absence of a safe passage.",NEGATIVE,0.9999768733978271
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Steve G,5,"We were looking for an investment property in Cambridge and decided to buy a condo at Havn that was built by Activa. The CX team was helpful and knowledgeable and guided us through the process from beginning to end i.e. picking finishes, walk through of the unit during construction and service post closing. Kudos to Brandi and Jessica who went above and beyond to assist with any questions we had.
Regarding the condo and construction overall it is on par with the other projects we reviewed before finalizing our decision.
Great experience overall.",POSITIVE,0.997527539730072
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Anastasia Bershadski,5,"We have had an absolutely amazing experience building our home with Activa! Starting from the first meeting signing, to working with the design staff on the details and getting many amazing tips and suggestions, all the way to the delivery inspections with the customer service representative and the construction staff, every step of the way was great! Any questions or concerns we had were always answered promptly and we truly felt that the staff is there to help and make us happy with our purchase. We love our new home and appreciate all the work that the staff put in to make even the smallest detail perfect!
We would absolutely love to build with Activa again and would recommend to friends and family!",POSITIVE,0.9958429932594299
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Sachin Madan,5,"Activa is a professional builder. Had a great experience with them though our journey from booking the home to getting possession of our home. The staff is very friendly, helpful, cooperative & professional.
I have recommended Active to my friends.",POSITIVE,0.9958795309066772
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Roy Chen,5,"We absolutely enjoyed our home building experiences with Activa at Vista Hills neighborhood. Activa delivered a superior customer service from contract signing, picking model to design studio session and follow-ups; from pre-drywall framewalk to PDI and post closing warranty repairs. We could not be more happier picking Activa building our home and we highly recommend this builder to build a home you can trust and enjoy for you and your family!",POSITIVE,0.9982631802558899
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,shannon bondor,1,"***Updating as they've replied to my original review below:
'given that this is an issue stemming from the appliance and not the house leaking, there is nothing we can do'

The laundry room drain we upgraded and paid for is for when my HOUSE LEAKS but not for when my washing machine leaks???? What????  The drain still wouldn't catch water if my 'house leaked.' This is an absurd explanation - wow!
--------------------------------------------
Original review:
We built our home with Active and on top of many issues, recently we had a small flood in our top floor laundry room. I contacted customer service to discuss a refund for the $500 (!!) upgrade we paid to install a drain in our laundry room at the time of it being built to protect ourselves. Unfortunately, not one drop of the water went down the drain. This was their response:

'The floor drain would only be able to capture some water, and only if water was directly over the top if it.  Water would need to be directed to the floor drain manually. We will not be able to assist in a reimbursement of the floor drain.'

I am not sure about others, but I don't sit and stare at my washing machine running every time, waiting for it to flood so I can push the water towards the back corner of the laundry closet 'manually'.

Do not upgrade for a floor drain - it was completely useless.

0 stars!!",NEGATIVE,0.9999890327453613
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Carley Reyner,5,"My partner and I purchased and built our first home with Activa. We were new to the process but felt like it was so easy to follow and felt very involved with everything. We couldn't be happier with the process and with the customer service. We felt like we were cared for and that our concerns were met.
We were given a instruction binder to follow for dates and what to expect for our inspections etc. This gave us direction and made us feel comfortable with the process. This really impressed me as it showed that they were professional.
The design studio was a exciting experience! We visited multiple times on our own before our appointment to walk through the area. All of our questions were answered with ease. When we had our design appointment, we did not feel pressured to upgrade. Our designer was great at matching to our styles and did a wonderful job at pulling out multiple swatches/floor tiles etc.
We are moved in and settled and my partner and I cannot say ""I love our house!"" enough. We are so happy with the results and the quality of our home. Any issues we had were taken care of quickly.

We are very happy with the experience and HAVE recommended Activa to family and friends. If you want a professional, easy and quality experience, go with Activa!",POSITIVE,0.9984629154205322
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Holly Wiles,1,"Activa Homes has terrible customer service. During our building process there have been several occasions where they completely disregard or take ownership for mistakes or issues on Activa's end. During a pre drywall inspection the site super informed us of ""copy and paste"" mistakes that are made frequently when it comes to upgrades and designs during the design appointment. The site super also gave us his word of things that would be corrected after our pre drywall inspection and or final walk through, these items are still left undone. Upon moving into our home, it was filthy. It was not cleaned. I had emailed about getting our windows cleaned as there is stucco on our windows. I was told that someone would come by. I am still waiting to have my windows cleaned. We have an electrical issue and the site coordinator has ignored the request of having someone come to take a look sooner. She is quick to email when she needs an answer or something but all the issues that me and my partner bring to Activa require us to chase them. The professionalism of this company is embarrassing. The entire building process was not a fun, exciting or enjoyable process because of the lack of customer service in this company. I do love my home, but dealing with these people is a nightmare! I do not feel confident that issues with my home will be address properly and we will have to pay out of pocket to have things done correctly since Activa takes no ownership. Just pure laziness.",NEGATIVE,0.9999916553497314
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Barbara Mansour,5,"After recently moving back to the community, we were looking for the perfect home and a community to raise our family. We found both of these at Activa!

From the beginning, our experience with the sales team was welcoming and very informative through the purchasing process. The design team was extremely patient, detail oriented and helped us bring our vision to life.

We were extremely happy with the construction process, the quality and the craftsmanship of our home.

We love our neighbours and we would like to thank Activa for building us a gorgeous home to create great memories for our family!

Special thanks to Mark, Barbara, Earl, Matt and their respective teams!",POSITIVE,0.9970912933349609
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Fer Bonilla,5,"My family is very happy with the Activa Waterloo teams. They are very professional from the sales representative, the kind people of the design center, and all the staff,
including the coordinator ,supervisors and all those who have had contact before, during and after in the construction site. They have all been very friendly and helpful.
No matter the snow, the wind, the high temperatures, our house was ready just in time and exactly as we requested.
Based in our great experience we recommended Activa to my parents and now they are owners of a beautiful apartment at Reflections on 778 Lawrelwood Dr Waterloo.
I would definitely recommend building with Activa!!
Special thanks to Kim, Paulo and Amanda.",POSITIVE,0.9986841082572937
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Liene Veenhof,5,"Our experience with Activa was perfect from beginning to end. As someone that works in Customer Service, I had high standards walking into this build.

Everyone that we came in contact with was wonderful and provided excellent customer service. All our questions were answered in a timely manor. We were walked through the entire process in detail to ensure we were at ease with all our decision.

Activa provided a great showroom and designer to help us pick out all our custom options.

I love that after we moved in Activa reached out to us to make sure our move went smoothly and that we had everything we needed.

Any issues we had was taken care of within days and always with a  smiling face.

We look forward to building our forever home with Activa in the future.",POSITIVE,0.9949564337730408
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,shagun sharma,5,"My experience with Activa was amazing. Everyone from coordinators to on site workers have been exceptionally great.

With Activas’s team this whole process of first time home buying was easy. Any time we had a question about our purchase or builder process, someone from team made sure to answer all our questions making sure we were comfortable with full process.

I also want to thank Barbara and Steve for their amazing work. They not only guided us what to expect from them but also explained us everything step by step during and after our closing. I honestly want to Thank You both for your support as this has been an amazing journey for us because of you two.

We are very fortunate to work with Barbara as she made sure our experience and comfort was her priority. Thank you Barb for everything.

Thank you Activa for our first house !! This was great experience.",POSITIVE,0.9965542554855347
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Angela Nice-Purdy,5,"My husband and I built a stacked condo with Activa over in Doon South, overall I would say the experience has been great. Through no fault of their own, the occupancy was a little delayed because of COVID but they have been amazing at keeping us up to date every step of the way on where things are.  Of course, were some deficiencies but that's to be expected and I'm happy to say their lead Customer Experience Coordinator Brandi was on top of things. She never left us hanging, she told us what to expect she got their Site Coordinator Jeff Perry in right away to deal with my concerns and he is been amazing. When we did our 30-day Tarrion submission less than 48 hours later they were in and getting trades scheduled. I've built with another builder before and have not experienced the exceptional customer service I have here.

Jeff & Brandi turn things around quickly, they let me know what to expect they get things moving, they are kind and pleasant and polite and truly listen. From our first experience with our sales rep Alison Hewitt up to now dealing with the designers and the admin team and the construction crew I'm beyond impressed. One of my biggest thanks goes to Brandi & Jeff's highest accolades to the two of them for their outstanding customer service and response time. If we were to consider purchasing a new build again I would not hesitate to use Activa.

Thanks so much, Brandi & Jeff you deserve something special.",POSITIVE,0.999855637550354
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,eric babooram,5,A review is really important where it allows fellow consumers to help support their decision with sometimes pretty important things in life. In this case purchasing a home. After visiting a few builders Activa was our last stop and from the moment we step into their sales office to the final stages of purchasing our home we've been treated like a real customer should. Their entire staff have been very supportive and ensured all our expectations were met. Any issue we raised was dealt with within 1-2 days or even sooner. Everything was on schedule and we couldnt be more satisfied. A special thank you to Tammy who is and was just amazing. She was very accommodating towards our situation. This is our 1st home and I'm sure wont be our last with Activa. Thank you to the entire team! From us to you happy holidays!,POSITIVE,0.9974525570869446
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Amit Kukreja,5,"I just wanted to express how great my experience was with Activa and it’s Lead warranty technician “Matt Hertog”. I booked my appointment for inspection and fixings some deficiencies and Matt was really friendly, amiable, respectful and helpful. He knows his domain and is an expert. He in-fact helped me understand couple of critical things patiently about the house which I was not aware of. Activa has wonderful professional who are always happy to help and support and on time. I will always recommend them and again appreciate Matt for his help. Thank you. Cheers!!",POSITIVE,0.9924180507659912
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Rob P,4,"Updating. They finally got everything fixed up and did a good job, just frustrating dealing with construction when already moved in. 4 star for the good customer service response.

Activa installed the wrong shower model for my handicap father (cannot walk or stand). They installed a stand up instead of a sit down shower like I asked for (upgrade). Fast forward almost a year later they scheduled to come change it, ripped out the old shower and finds out they didn't get the new shower base in yet... delayed another 3-4 weeks.",NEGATIVE,0.9882794618606567
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Dimple Anand,1,"Please, perform thorough inspection of the house at the pre closing appointment. Once the closing is done, nothing is going to be fixed.  They respond to emails with excuses that the service team is not available, there is back log of orders, etc. We feel getting an older home would have been a better experience rather than getting a new construction home and getting things fixed.",NEGATIVE,0.9997511506080627
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Kevin B,5,"Activa definitely went above and beyond to exceed my expectations. Five months since my family and I have moved in and my current site supervisor Klaudia still to this day follows up with me on a regular basis on the process of repairs, landscaping updates and reminders. I cannot express in words how fast things moved along from picking out floor plans to walking in our home for the first-time during our pre-drywall inspection. Everyone from the team that I've encounter during each of these appointments always answered my questions to the best of there knowledge and they always requested my input. I could not be happier with how everything turned out from the beginning to now. The process wouldn’t have been as smooth sailing if it wasn’t for my site supervisor(s) Lisa and Klaudia and lead customer experience coordinator Brandi. I would without a doubt recommend building with Activa in the future given the collaborative experience you get from start to finish.",POSITIVE,0.9997614026069641
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Marion Burtenshaw,5,"After we decided to sell our large family home in Conestogo in 2018, we needed a place that was easy to manage, low maintenance, but close to the city and all the wonderful amenities we were using in this community. We had originally thought of building a bungalow in the carriage crossing community because of its location and complexity of walking and biking trails. We knew that Activa was developing this site and reached out to them to discuss our plans. It was suggested that one of the condominium town homes might meet our needs, and after looking at the plans available and the location, we decided this would be a great fit for us!

Right from our first meeting with Coldwell Banker we knew we had made the right decision. We were impressed with the professionalism of the Activa staff who always treated us with respect and kindness right from the start, through the design process and into the building and occupancy phases.

After we had a disastrous accident with a brand new refrigerator which blew a hose and started to flood the kitchen, Activa came to the rescue and replaced all the damaged baseboards even though they were not at fault in any way! We were very grateful for their concern and willingness to make things right.

We have now gone through the first Tarion report process and Activa have been excellent in fixing any deficiencies and we feel confident that they will follow through with the next stage of the process which will include the landscaping and exterior work.

We would not hesitate to recommend Activa to our friends. Their concern for the customer and attention to detail is exceptional. We are very grateful to them for making our move stress free and painless!

Sincerely
Alan and Marion Burtenshaw",POSITIVE,0.9984629154205322
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Disha Kapoor,1,"Scam! Rigged! Hoax!
Activa sends you Google Form to express your interest in purchasing home for their new phase/release of projects. They say they evaluate all submissions. Ask them?!!! how do they evaluate these applications? You don't ask for copy of mortgage pre-approvals, don't ask for any photo ID proof in the google form, don't evaluate on first-come, first-serve basis. How are they exactly selecting clients for purchase appointments? Upon asking about criteria of evaluation, they say randomly selected. What does that even mean? They are deceptive and only give their projects to people who they have networks with-family, friends and realtor working for them. I even asked them if I need a real estate agent to represent me before I submit my application, they said no. There is no transparency. We have been eagerly wanting to purchase a home with Activa and had all the documents ready including mortgage approvals but they do nothing but mislead an ordinary citizen, with no special powers and contact in real estate. Disappointing!",NEGATIVE,0.9999867677688599
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Sean Alexander,1,"I would give 0 stars if possible.
My fiance and I purchased an 11 year old house in the Laurentian West (Activa) that was built by this company. Due to the housing market, we did not have time to do a home inspection on the house. I have been working as a building designer for 15 years across the country, and I have never seen such poor quality in work. This house was poorly constructed, and multiple short cuts were taken during construction. All this company cares about is putting up as many houses as possible, in a short amount of time, then moving on to the next area. Avoid this company at all cost. There are much better home builders out there
Here is a list of things that I know that the home builder had to do by code, but did not do.
- The crawl space had no insulation. (I had to add the insulation)
- The floor in our bedroom over the garage has no insulation in it
- There are exterior walls in the house that have no insulation in it (You can feel the cold air during the winter from the outside through the wall)
- The gutters were not properly attached to the roof (Found this out as the fell off the house)
- The attic has very little (nowhere near enough) insulation in it.
- The sump pump was improperly installed. (I fixed this during a large rain storm)
- The soil around the house is not graded away from the house. Water runs back towards the house.
- The furnace was a cheap Chinese model, that they obviously bought in bulk to save money.
All these points are known in the neighborhood as issues by the builder.",NEGATIVE,0.9999954700469971
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Cosimo Meleca,5,"We had a wonderful experience working with Activa throughout our entire home purchase experience. All the staff are super friendly, extremely knowledgeable and very helpful. From the time we walked into the presentation centre, all the way up to closing, we were guided through the process which made it a stress free experience. We’re very happy with our home and can’t wait to enjoy it as a family.",POSITIVE,0.997497022151947
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,Christine T,5,"Our journey with Activa began when we slowly (but anxiously) started researching new neighbourhoods in the Kitchener/Waterloo area. We were looking to upgrade from our condo to a detached home, so we hoped to find a trusted builder locally. The search didn’t last long when we discovered that Activa had recently acquired East Forest Homes (the builder of our first condo) so we new we had to pay them a visit! Once we found the new Activa development in Vista Hills, the process ended up moving along quite quickly! It was a perfect neighbourhood match; family friendly, tons of walking trails, and just a quick 5 minute drive to all amenities. We first met with Greg to review some of the available lots and explore the different models. Greg was super informative, giving us even more detail on future plans of the neighbourhood. We selected our lot and model, and just like that the process had begun! A few months after securing our lot, we had our first meeting with Maggie at the design studio. We had visited previously to try and get a grasp on colours and a few other selections. This helped get the design appointment moving a little quicker. Maggie had a real eye for coordinating patterns and colours. She really helped us feel confident in our decisions. Once the construction began, we were introduced to Juliana. Juliana was responsible for communicating building updates and keeping us informed as our empty lot slowly started to transform into a home! We met with Juliana multiple times throughout the process, including our pre-drywall inspection. We were given the opportunity to visit our home 2 or 3 more times to make sure our custom kitchen and bathroom designs were just as we expected. The weeks leading up to delivery were seamless. Along with Juliana, we were also introduced to Chris, the site supervisor. We had our “final"" walk through 2 weeks before our closing date. We got to review all the finishing inside and mark anything we felt needed to be looked at by the Activa team. Juliana and Chris were both present for this and super helpful as we tested everything in the house. Finally, the day before closing, we walked through one final time to make sure everything was just as expected - and of course, it was perfect! We couldn’t express how excited we were to move into our new house!
Over the course of the following few months, Juliana was very responsive as a few final items got checked off our 30 day list.
Since move-in, we have taken time in enjoying the process of making this new house our home! We are truly thankful for Activa’s attention to detail, communication and diligence in helping us through every step of the building process.",POSITIVE,0.9997671246528625
Activa,ChIJxbIbrsrzK4gRyKBqOoYlX6k,V H,1,"I bought a newly built Deerfield ( now Activa )  townhouse over 13 years ago. Since the very first winter my garage has leaked. My windows have leaked and water continues to purge in my house. A ""design flaw"" is all I was ever told about my unit and why ice damming continues on the majority of the units in my subdivision.  This company is a joke. They did nothing since winter weather in always an act of nature and not covered under Tarion Home warranty. Please consider the design of your new home and if it will hold up to winters in Canada. Mine has not. My house won't even pass inspection to try and sell. Buyer beware.",NEGATIVE,0.9999892711639404
