00000065___Activa__reviews__street_view,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B4i7AGvoKdaExrEnjqmIsg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=161.03038&pitch=0&thumbfov=100
00000066___Activa__reviews__working_hours_old_format,Monday:8:30AM-5PM|Tuesday:8:30AM-5PM|Wednesday:8:30AM-5PM|Thursday:8:30AM-5PM|Friday:8:30AM-5PM|Saturday:Closed|Sunday:Closed
00000067___Activa__reviews__working_hours__Monday,8:30AM-5PM
00000068___Activa__reviews__working_hours__Tuesday,8:30AM-5PM
00000069___Activa__reviews__working_hours__Wednesday,8:30AM-5PM
00000070___Activa__reviews__working_hours__Thursday,8:30AM-5PM
00000071___Activa__reviews__working_hours__Friday,8:30AM-5PM
00000072___Activa__reviews__working_hours__Saturday,Closed
00000073___Activa__reviews__working_hours__Sunday,Closed
00000074___Activa__reviews__business_status,OPERATIONAL
00000075___Activa__reviews__owner_id,105138256418133231360
00000076___Activa__reviews__owner_title,Activa
00000077___Activa__reviews__owner_link,https://www.google.com/maps/contrib/105138256418133231360
00000078___Activa__reviews__location_link,"https://www.google.com/maps/place/Activa/@43.4827995,-80.5217361,14z/data=!4m8!1m2!2m1!1sActiva!3m4!1s0x882bf3caae1bb2c5:0xa95f25863a6aa0c8!8m2!3d43.4827995!4d-80.5217361"
00000079___Alma Mechanical__place_id,ChIJJ5_TX-IA1YkR6nZEdM6l0Sc
00000080___Alma Mechanical__reviews__query,ChIJJ5_TX-IA1YkR6nZEdM6l0Sc
00000081___Alma Mechanical__reviews__name,Alma Mechanical
00000082___Alma Mechanical__reviews__place_id,ChIJJ5_TX-IA1YkR6nZEdM6l0Sc
00000083___Alma Mechanical__reviews__google_id,0x89d500e25fd39f27:0x27d1a5ce744476ea
00000084___Alma Mechanical__reviews__full_address,"2365 Energy Dr. Unit # 4, Bowmanville, ON L1C 6Z9, Canada"
00000085___Alma Mechanical__reviews__street,2365 Energy Dr. Unit # 4
00000086___Alma Mechanical__reviews__postal_code,L1C 6Z9
00000087___Alma Mechanical__reviews__country_code,CA
00000088___Alma Mechanical__reviews__country,Canada
00000089___Alma Mechanical__reviews__city,Bowmanville
00000090___Alma Mechanical__reviews__state,Ontario
00000091___Alma Mechanical__reviews__plus_code,87M3V7PX+X7
00000092___Alma Mechanical__reviews__time_zone,America/Toronto
00000093___Alma Mechanical__reviews__phone,+1 905-697-5775
00000094___Alma Mechanical__reviews__type,HVAC contractor
00000095___Alma Mechanical__reviews__logo,https://lh5.googleusercontent.com/-Ltsl6fr3a8Q/AAAAAAAAAAI/AAAAAAAAAAA/HuP6A0kCrZY/s44-p-k-no-ns-nd/photo.jpg
00000096___Alma Mechanical__reviews__category,HVAC contractor
00000097___Alma Mechanical__reviews__subtypes,HVAC contractor
00000098___Alma Mechanical__reviews__reviews_tags,call
00000099___Alma Mechanical__reviews__reviews_tags,furnace
00000100___Alma Mechanical__reviews__reviews_data__review_id,ChZDSUhNMG9nS0VJQ0FnSUNLdUtURVJnEAE
00000101___Alma Mechanical__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBUQ==
00000102___Alma Mechanical__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/104696410349033231687?hl=en-US
00000103___Alma Mechanical__reviews__reviews_data__author_title,Ron Provost
00000104___Alma Mechanical__reviews__reviews_data__author_id,104696410349033231687
00000105___Alma Mechanical__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocJ1WQ3W8tRY2oyF8MWL0bm0n7K-FHkaAZ7z4_iqrTq3=s120-c-rp-mo-br100
00000106___Alma Mechanical__reviews__reviews_data__review_text,Called today - Their name and number all over furnace from when they installed. Furnace down - No heat. Left message - 53 minutes later return call - First thing!!!!!! out of persons mouth is - They are far away and not a warranty item - Which I already checked - Its a covered item - Its 9 yrs old - the items is covered for 20 years - Said they wouldn't come here for repair  (even though they installed it) - Absolutely terrible way to do business! - My next call is to the builder to not use these people. - Then Lennox -
00000107___Alma Mechanical__reviews__reviews_data__review_img_url,https://lh5.googleusercontent.com/p/AF1QipPOUMQWxw9vwN3qEmQlfrIP8vOAUtcJ7GgeNYYd
00000108___Alma Mechanical__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipPOUMQWxw9vwN3qEmQlfrIP8vOAUtcJ7GgeNYYd
00000109___Alma Mechanical__reviews__reviews_data__review_photo_ids,AF1QipPOUMQWxw9vwN3qEmQlfrIP8vOAUtcJ7GgeNYYd
00000110___Alma Mechanical__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLdUtURVJnEAE!2m1!1s0x0:0x27d1a5ce744476ea!3m1!1s2@1:CIHM0ogKEICAgICKuKTERg%7CCgwIqp6BgwYQsPb5pAI%7C?hl=en-US
00000111___Alma Mechanical__reviews__reviews_data__review_datetime_utc,03/28/2021 09:40:58
00000112___Alma Mechanical__reviews__reviews_data__review_id,ChZDSUhNMG9nS0VJQ0FnSURtMXBhRkRBEAE
00000113___Alma Mechanical__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBZw==
00000114___Alma Mechanical__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/115944448417117163232?hl=en-US
00000115___Alma Mechanical__reviews__reviews_data__author_title,Lisa Waldinsperger
00000116___Alma Mechanical__reviews__reviews_data__author_id,115944448417117163232
00000117___Alma Mechanical__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjXp6EZDGxudVG2-6XNNnq_PQzfrlHLlA5h038BpELnGlYQ=s120-c-rp-mo-br100
00000118___Alma Mechanical__reviews__reviews_data__review_text,"Alma did an amazing job installing my new furnace! My old furnace was shut down suddenly and we were experiencing an ""extreme cold weather"" alert in our area.  Alma was at my house and had the furnace installed within hours on the same day! The installers were professional and positive, respectful of my home and helpful with information and letting me know what was happening.  The office staff were equally wonderful to work with and of course, I love my new Lennox furnace...it's so quiet and runs like a charm! Thank you, Alma, for doing a great job and caring about your customer! I highly recommend Alma to everyone!"
00000119___Alma Mechanical__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtMXBhRkRBEAE!2m1!1s0x0:0x27d1a5ce744476ea!3m1!1s2@1:CIHM0ogKEICAgIDm1paFDA%7CCgwIn4rLjwYQgN7cwwE%7C?hl=en-US
00000120___Alma Mechanical__reviews__reviews_data__review_datetime_utc,01/27/2022 16:15:27
00000121___Alma Mechanical__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSURxbHMzQWlRRRAB
00000122___Alma Mechanical__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBdw==
00000123___Alma Mechanical__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/109443071224506376432?hl=en-US
00000124___Alma Mechanical__reviews__reviews_data__author_title,Nick Lawson
00000125___Alma Mechanical__reviews__reviews_data__author_id,109443071224506376432
00000126___Alma Mechanical__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocI-cwCNwQyOgljX2xopDhnYD182KNR-9Ms__PkVhLC5=s120-c-rp-mo-br100
00000127___Alma Mechanical__reviews__reviews_data__review_text,"Customer for 10 years  have had service in the past.  Recently called for info on a warning light on the furnace and they said they couldn't help me and directed me elsewhere.  Tried to return a brand new furnace filter over $40 value, again after buying them twice yearly for 10 years  and Shane tells me they don't have a return policy.  So $800 worth of filters I buy, but when I need to return one extra I purchased they won't return it.  Poor business etiquette, definitely would not recommend them.  Customer service goes a long way, and here there is zero so why give them business."
00000128___Alma Mechanical__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxbHMzQWlRRRAB!2m1!1s0x0:0x27d1a5ce744476ea!3m1!1s2@1:CIHM0ogKEICAgIDqls3AiQE%7CCgwIzdKXhwYQkL-fmAM%7C?hl=en-US
00000129___Alma Mechanical__reviews__reviews_data__review_datetime_utc,07/07/2021 17:50:05
00000130___Alma Mechanical__reviews__cid,2869256743744206570
00000131___Alma Mechanical__reviews__reviews_link,https://search.google.com/local/reviews?placeid=ChIJJ5_TX-IA1YkR6nZEdM6l0Sc&authuser=0&hl=en&gl=US
00000132___Alma Mechanical__reviews__reviews_id,2869256743744206570
00000133___Alma Mechanical__reviews__photo,https://lh5.googleusercontent.com/p/AF1QipOE1V9ePG0mXL9KBEJwIt4gcOx5GZ4ti-tSvE9s=w800-h500-k-no
00000134___Alma Mechanical__reviews__street_view,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IVo9S1GmLlirNM8OYq63rw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=153.0428&pitch=0&thumbfov=100
00000135___Alma Mechanical__reviews__working_hours_old_format,Monday:7:30AM-4PM|Tuesday:7:30AM-4PM|Wednesday:7:30AM-4PM|Thursday:7:30AM-4PM|Friday:7:30AM-4PM|Saturday:Closed|Sunday:Closed
00000136___Alma Mechanical__reviews__working_hours__Monday,7:30AM-4PM
00000137___Alma Mechanical__reviews__working_hours__Tuesday,7:30AM-4PM
00000138___Alma Mechanical__reviews__working_hours__Wednesday,7:30AM-4PM
00000139___Alma Mechanical__reviews__working_hours__Thursday,7:30AM-4PM
00000140___Alma Mechanical__reviews__working_hours__Friday,7:30AM-4PM
00000141___Alma Mechanical__reviews__working_hours__Saturday,Closed
00000142___Alma Mechanical__reviews__working_hours__Sunday,Closed
00000143___Alma Mechanical__reviews__business_status,OPERATIONAL
00000144___Alma Mechanical__reviews__owner_id,109915374221196801280
00000145___Alma Mechanical__reviews__owner_title,Alma Mechanical
00000146___Alma Mechanical__reviews__owner_link,https://www.google.com/maps/contrib/109915374221196801280
00000147___Alma Mechanical__reviews__location_link,"https://www.google.com/maps/place/Alma+Mechanical/@43.887479899999995,-78.7018026,14z/data=!4m8!1m2!2m1!1sAlma+Mechanical!3m4!1s0x89d500e25fd39f27:0x27d1a5ce744476ea!8m2!3d43.887479899999995!4d-78.7018026"
00000148___CCR Build + Remodel Inc.__place_id,ChIJ-0bany_lLogRUBnpws5gzI4
00000149___CCR Build + Remodel Inc.__reviews__query,ChIJ-0bany_lLogRUBnpws5gzI4
00000150___CCR Build + Remodel Inc.__reviews__name,CCR Build + Remodel
00000151___CCR Build + Remodel Inc.__reviews__place_id,ChIJ-0bany_lLogRUBnpws5gzI4
00000152___CCR Build + Remodel Inc.__reviews__google_id,0x882ee52f9fda46fb:0x8ecc60cec2e91950
00000153___CCR Build + Remodel Inc.__reviews__full_address,"2416 Sunningdale Rd W, London, ON N6H 5L2, Canada"
00000154___CCR Build + Remodel Inc.__reviews__street,2416 Sunningdale Rd W
00000155___CCR Build + Remodel Inc.__reviews__postal_code,N6H 5L2
00000156___CCR Build + Remodel Inc.__reviews__country_code,CA
00000157___CCR Build + Remodel Inc.__reviews__country,Canada
00000158___CCR Build + Remodel Inc.__reviews__city,London
00000159___CCR Build + Remodel Inc.__reviews__state,Ontario
00000160___CCR Build + Remodel Inc.__reviews__plus_code,86MW2J7G+H3
00000161___CCR Build + Remodel Inc.__reviews__time_zone,America/Toronto
00000162___CCR Build + Remodel Inc.__reviews__site,http://www.ccrbuilding.com/
00000163___CCR Build + Remodel Inc.__reviews__phone,+1 519-472-7461
00000164___CCR Build + Remodel Inc.__reviews__type,Construction company
00000165___CCR Build + Remodel Inc.__reviews__logo,https://lh5.googleusercontent.com/-LpF8EJGs5WU/AAAAAAAAAAI/AAAAAAAAAAA/TIUWORwo-9M/s44-p-k-no-ns-nd/photo.jpg
00000166___CCR Build + Remodel Inc.__reviews__description,"CCR Build + Remodel is an award-winning renovation company in London with a long history of satisfied customers, and incredibly crafted homes. We are a general contractor with a range of expertise encompassing new builds, whole-home renovations with thoughtful design and construction techniques. We will happily customize our work to suit your unique vision while remaining in sync with the overall lifestyle and function of your home."
00000167___CCR Build + Remodel Inc.__reviews__category,Construction company
00000168___CCR Build + Remodel Inc.__reviews__subtypes,"Construction company, Bathroom remodeler, Building firm, General contractor, Kitchen remodeler, Remodeler"
00000169___CCR Build + Remodel Inc.__reviews__reviews_tags,renovation
00000170___CCR Build + Remodel Inc.__reviews__reviews_tags,project
00000171___CCR Build + Remodel Inc.__reviews__reviews_tags,kitchen
00000172___CCR Build + Remodel Inc.__reviews__reviews_tags,home
00000173___CCR Build + Remodel Inc.__reviews__reviews_tags,design
00000174___CCR Build + Remodel Inc.__reviews__reviews_tags,work
00000175___CCR Build + Remodel Inc.__reviews__reviews_tags,schedule
00000176___CCR Build + Remodel Inc.__reviews__reviews_tags,contractor
00000177___CCR Build + Remodel Inc.__reviews__reviews_tags,floor
00000178___CCR Build + Remodel Inc.__reviews__reviews_tags,job
00000179___CCR Build + Remodel Inc.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSUNKeFBUaWl3RRAB
00000180___CCR Build + Remodel Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBUQ==
00000181___CCR Build + Remodel Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/102958025793012138688?hl=en-US
00000182___CCR Build + Remodel Inc.__reviews__reviews_data__author_title,Jodi Knight
00000183___CCR Build + Remodel Inc.__reviews__reviews_data__author_id,102958025793012138688
00000184___CCR Build + Remodel Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjXxMbR3g_zxzF0S1GTXM3y_LNehBcaDl1HO97B9yPRiAH8=s120-c-rp-mo-br100
00000185___CCR Build + Remodel Inc.__reviews__reviews_data__review_text,"We've just completed a kitchen renovation with CCR.  The entire process was so well organized from the initial planning stage through to completion.  The site manager and office staff were extremely responsive and they, as well as all the sub-trades who worked on the project were knowledgeable, competent and always professional.
We would certainly recommend CCR to anyone considering a home renovation."
00000186___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_url,https://lh5.googleusercontent.com/p/AF1QipNVBsnV_7Ia21vWtX0x-GIzDbV9uEgZ14dbPuu5
00000187___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipNVBsnV_7Ia21vWtX0x-GIzDbV9uEgZ14dbPuu5
00000188___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipPmNp7osvqX54EkyeSanhzafVZW3ziavKUHnLJ2
00000189___CCR Build + Remodel Inc.__reviews__reviews_data__review_photo_ids,AF1QipNVBsnV_7Ia21vWtX0x-GIzDbV9uEgZ14dbPuu5
00000190___CCR Build + Remodel Inc.__reviews__reviews_data__review_photo_ids,AF1QipPmNp7osvqX54EkyeSanhzafVZW3ziavKUHnLJ2
00000191___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer,"Thank you Jodi!  It was a pleasure working with you and seeing your kitchen transformation come to life!

Cheers,
CCR Build+ Remodel "
00000192___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer_timestamp_datetime_utc,06/22/2023 00:00:12
00000193___CCR Build + Remodel Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKeFBUaWl3RRAB!2m1!1s0x0:0x8ecc60cec2e91950!3m1!1s2@1:CIHM0ogKEICAgICJxPTiiwE%7CCgsIo_jIpAYQ-Iy-Kw%7C?hl=en-US
00000194___CCR Build + Remodel Inc.__reviews__reviews_data__review_datetime_utc,06/20/2023 23:54:11
00000195___CCR Build + Remodel Inc.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSUNTa3FIT19nRRAB
00000196___CCR Build + Remodel Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBZw==
00000197___CCR Build + Remodel Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/109334036552871539974?hl=en-US
00000198___CCR Build + Remodel Inc.__reviews__reviews_data__author_title,James L. Stouffer
00000199___CCR Build + Remodel Inc.__reviews__reviews_data__author_id,109334036552871539974
00000200___CCR Build + Remodel Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjW0juQoYLGWGNslyYZc6TqcosCLHJCsZzOeZMjEnDeCHsM=s120-c-rp-mo-br100
00000201___CCR Build + Remodel Inc.__reviews__reviews_data__review_text,"Dozens of contractors are available in the London area.  However, if you want the best for your build or remodel, you must use CCR.  Arne Madsen, the owner, is a terrific person with a keen eye for design and detail.  He has attracted a skilled group of employees and hires reliable sub trades. Their work is first rate plus and has been recognized with dozens of awards. CCR will do your job start-to-finish, from getting the building permit to completing final touches to your satisfaction.

We hired CCR to remove our old deck and build a new one. Because we have a walkout, the deck is 9 feet above the patio. The old deck was not covered. CCR extended the existing roof over the new deck. It is impossible to distinguish where the new roof connects to the existing roof, as it is a perfect piece of workmanship.   The ceiling finish on the deck is stylish as is the finish of the underside of the deck and the underside of the stairs both of which are finished with the same material as the existing soffit and fascia. Our neighbor, who has expertise in construction, informally followed the work and inspected the finished deck. He commented on the high quality of construction and attractiveness of the new deck. We are extremely pleased with the work done by CCR and are enjoying our new deck!"
00000202___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_url,https://lh5.googleusercontent.com/p/AF1QipOXg3TVRDSjkqrbiVuDB9jFeyAMCr9jSxVfthga
00000203___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipOXg3TVRDSjkqrbiVuDB9jFeyAMCr9jSxVfthga
00000204___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipOx91LHMr_tOKapDMLQx1cMHyclZ-LYMNJ2CDTz
00000205___CCR Build + Remodel Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipNkovIPrS6eP6QbOKfGXpe6wxdafTF_4cubwYss
00000206___CCR Build + Remodel Inc.__reviews__reviews_data__review_photo_ids,AF1QipOXg3TVRDSjkqrbiVuDB9jFeyAMCr9jSxVfthga
00000207___CCR Build + Remodel Inc.__reviews__reviews_data__review_photo_ids,AF1QipOx91LHMr_tOKapDMLQx1cMHyclZ-LYMNJ2CDTz
00000208___CCR Build + Remodel Inc.__reviews__reviews_data__review_photo_ids,AF1QipNkovIPrS6eP6QbOKfGXpe6wxdafTF_4cubwYss
00000209___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer,"Hi James!  We are so happy to hear about your experience with our team and the end results.  Your words are so kind and we really appreciate your feedback.  It was awesome working with you and we are also super happy with the finished project.  Thank you also for sharing some photos!

Cheers,
CCR Build + Remodel"
00000210___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer_timestamp_datetime_utc,12/16/2020 02:23:30
00000211___CCR Build + Remodel Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTa3FIT19nRRAB!2m1!1s0x0:0x8ecc60cec2e91950!3m1!1s2@1:CIHM0ogKEICAgICSkqHO_gE%7CCgsI7vHj_gUQkNXhTg%7C?hl=en-US
00000212___CCR Build + Remodel Inc.__reviews__reviews_data__review_datetime_utc,12/15/2020 17:57:02
00000213___CCR Build + Remodel Inc.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSUR4MU9TTXR3RRAB
00000214___CCR Build + Remodel Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBdw==
00000215___CCR Build + Remodel Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/102684857877606818514?hl=en-US
00000216___CCR Build + Remodel Inc.__reviews__reviews_data__author_title,Terry Hamilton
00000217___CCR Build + Remodel Inc.__reviews__reviews_data__author_id,102684857877606818514
00000218___CCR Build + Remodel Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocLHkXteSPqj96DSaX0g-P3jyhcibFl7gASYwGoSdcEn=s120-c-rp-mo-br100
