query,name,place_id,google_id,full_address,borough,street,postal_code,area_service,country_code,country,city,us_state,state,plus_code,latitude,longitude,time_zone,popular_times,site,phone,type,logo,description,typical_time_spent,located_in,located_google_id,category,subtypes,posts,reviews_tags,rating,reviews,photos_count,cid,reviews_link,reviews_id,photo,street_view,working_hours_old_format,working_hours,other_hours,business_status,about,range,reviews_per_score,reservation_links,booking_appointment_link,menu_link,order_links,owner_id,verified,owner_title,owner_link,location_link
"Longwood Building Corporation, Ontario, Canada",Longwood Building Corporation,ChIJc3hN1S8QzkwR6Cw2aVsN90o,0x4cce102fd54d7873:0x4af70d5b69362ce8,"1010 Polytek St #5, Gloucester, ON K1J 9H8, Canada",Gloucester,1010 Polytek St #5,K1J 9H8,False,CA,Canada,Gloucester,,Ontario,,45.4563578,-75.5839373,America/Toronto,,http://longwoodbuilders.com/,+1 613-746-1300,Construction company,https://lh6.googleusercontent.com/-sq3xrz3FI-Q/AAAAAAAAAAI/AAAAAAAAAAA/gM-2nASczZQ/s44-p-k-no-ns-nd/photo.jpg,,,,,Construction company,Construction company,,,3.8,23,7,5401800964312542440,"https://search.google.com/local/reviews?placeid=ChIJc3hN1S8QzkwR6Cw2aVsN90o&q=Longwood+Building+Corporation,+Ontario,+Canada&authuser=0&hl=en&gl=US",5401800964312542440,https://lh5.googleusercontent.com/p/AF1QipOxjXMu8hjUWfg4xjzvYknJ4eAWHL3pbuqRqt-F=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOxjXMu8hjUWfg4xjzvYknJ4eAWHL3pbuqRqt-F=w1600-h1000-k-no,Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,"{'Monday': '8AM-4PM', 'Tuesday': '8AM-4PM', 'Wednesday': '8AM-4PM', 'Thursday': '8AM-4PM', 'Friday': '8AM-4PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,{'Accessibility': {'Wheelchair accessible parking lot': True}},,"{'1': 6, '2': 1, '3': 0, '4': 0, '5': 16}",,,,,116895940795758039296,True,Longwood Building Corporation,https://www.google.com/maps/contrib/116895940795758039296,"https://www.google.com/maps/place/Longwood+Building+Corporation/@45.4563578,-75.5839373,14z/data=!4m8!1m2!2m1!1sLongwood+Building+Corporation!3m4!1s0x4cce102fd54d7873:0x4af70d5b69362ce8!8m2!3d45.4563578!4d-75.5839373"
"Menkes Developments, Ontario, Canada",Menkes Developments Ltd,ChIJnxQrv2MtK4gRNJ398yKdSIQ,0x882b2d63bf2b149f:0x84489d22f3fd9d34,"4711 Yonge St #1400, North York, ON M2N 7E4, Canada",North York,4711 Yonge St #1400,M2N 7E4,False,CA,Canada,North York,,Ontario,,43.7594983,-79.410169,America/Toronto,,http://www.menkes.com/,+1 416-491-2222,Real estate agency,https://lh6.googleusercontent.com/-VX_NkfZYsCQ/AAAAAAAAAAI/AAAAAAAAAAA/XuH6xOXswQw/s44-p-k-no-ns-nd/photo.jpg,,,,,Real estate agency,"Real estate agency, Real estate developer",,,3.5,73,7,9532041384777588020,"https://search.google.com/local/reviews?placeid=ChIJnxQrv2MtK4gRNJ398yKdSIQ&q=Menkes+Developments,+Ontario,+Canada&authuser=0&hl=en&gl=US",-8914702688931963596,https://lh5.googleusercontent.com/p/AF1QipNSp5c86p2yTCpsshgEc7puWvF0mSJF2TTQtD8=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNSp5c86p2yTCpsshgEc7puWvF0mSJF2TTQtD8=w1600-h1000-k-no,Monday:8:30AM-5PM|Tuesday:8:30AM-5PM|Wednesday:8:30AM-5PM|Thursday:8:30AM-5PM|Friday:8:30AM-5PM|Saturday:Closed|Sunday:Closed,"{'Monday': '8:30AM-5PM', 'Tuesday': '8:30AM-5PM', 'Wednesday': '8:30AM-5PM', 'Thursday': '8:30AM-5PM', 'Friday': '8:30AM-5PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}",,"{'1': 23, '2': 2, '3': 3, '4': 5, '5': 40}",,,,,107283882148941078114,True,Menkes Developments Ltd,https://www.google.com/maps/contrib/107283882148941078114,"https://www.google.com/maps/place/Menkes+Developments+Ltd/@43.7594983,-79.410169,14z/data=!4m8!1m2!2m1!1sMenkes+Developments+Ltd!3m4!1s0x882b2d63bf2b149f:0x84489d22f3fd9d34!8m2!3d43.7594983!4d-79.410169"
"Northbear Contracting, Ontario, Canada",Northbear Contracting,ChIJAQCEFZYv1okRZAqIqv96Ugc,0x89d62f9615840001:0x7527affaa880a64,"20 Willow Dr, Belleville, ON K8N 1X2, Canada",,20 Willow Dr,K8N 1X2,False,CA,Canada,Belleville,,Ontario,87P45JCV+Q8,44.171966999999995,-77.35664659999999,America/Toronto,,https://northbearcontracting.ca/,,Contractor,,,,,,Contractor,Contractor,,,5,1,1,527619344852060772,"https://search.google.com/local/reviews?placeid=ChIJAQCEFZYv1okRZAqIqv96Ugc&q=Northbear+Contracting,+Ontario,+Canada&authuser=0&hl=en&gl=US",527619344852060772,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BE8ODlqGFf3ifYKrln6B6w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=2.6360836&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BE8ODlqGFf3ifYKrln6B6w&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=2.6360836&pitch=0&thumbfov=100,,,,OPERATIONAL,{},,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",,,,,,False,Northbear Contracting,,"https://www.google.com/maps/place/Northbear+Contracting/@44.171966999999995,-77.35664659999999,14z/data=!4m8!1m2!2m1!1sNorthbear+Contracting!3m4!1s0x89d62f9615840001:0x7527affaa880a64!8m2!3d44.171966999999995!4d-77.35664659999999"
"Oke Woodsmith Building Systems Inc., Ontario, Canada",Oke Woodsmith Building Systems Inc,ChIJQT_HCGU6L4gRRTp_-Zzcm9Q,0x882f3a6508c73f41:0xd49bdc9cf97f3a45,"70964 ON-21, Grand Bend, ON N0M 1T0, Canada",,70964 ON-21,N0M 1T0,False,CA,Canada,Grand Bend,,Ontario,86MW87H4+3F,43.3277222,-81.7438734,America/Toronto,,http://www.okewoodsmith.com/,+1 519-238-8893,Construction company,https://lh4.googleusercontent.com/-bjfPEwXosU4/AAAAAAAAAAI/AAAAAAAAAAA/IyOLae2atLw/s44-p-k-no-ns-nd/photo.jpg,"Oke Woodsmith

By choice, Oke Woodsmith builds only a very few, very select homes each year. And no two are the same. That's because we believe each custom home should not only reflect the specific tastes, character, and aspirations of its owners; it should also be a superbly appointed masterpiece with classic features that stand the test of time.",,,,Construction company,"Construction company, Concrete contractor, Custom home builder, Window supplier",,,5,8,5,15320081124189747781,"https://search.google.com/local/reviews?placeid=ChIJQT_HCGU6L4gRRTp_-Zzcm9Q&q=Oke+Woodsmith+Building+Systems+Inc.,+Ontario,+Canada&authuser=0&hl=en&gl=US",-3126662949519803835,https://lh5.googleusercontent.com/p/AF1QipP4k3fl38uEu3D0ZTvUNTP8-V1aR9MVNiQQl5oA=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CTOhHLFYjCEUf8g3-vXDpA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=111.764694&pitch=0&thumbfov=100,Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:Closed|Sunday:Closed,"{'Monday': '7AM-5PM', 'Tuesday': '7AM-5PM', 'Wednesday': '7AM-5PM', 'Thursday': '7AM-5PM', 'Friday': '7AM-5PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,"{'Service options': {'Online estimates': True, 'Onsite services': True}, 'Accessibility': {'Wheelchair accessible parking lot': True}, 'Planning': {'Appointment required': True}}",,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 8}",,http://www.okewoodsmith.com/,,['http://www.okewoodsmith.com/'],117624492437328118107,True,Oke Woodsmith Building Systems Inc,https://www.google.com/maps/contrib/117624492437328118107,"https://www.google.com/maps/place/Oke+Woodsmith+Building+Systems+Inc/@43.3277222,-81.7438734,14z/data=!4m8!1m2!2m1!1sOke+Woodsmith+Building+Systems+Inc!3m4!1s0x882f3a6508c73f41:0xd49bdc9cf97f3a45!8m2!3d43.3277222!4d-81.7438734"
"Pol Quality Homes Inc., Ontario, Canada",Pol Quality Homes,ChIJRTtMX_atLogRV5weuFY5RdI,0x882eadf65f4c3b45:0xd2453956b81e9c57,"139 Herbert St Unit 7, Mitchell, ON N0K 1N0, Canada",,139 Herbert St Unit 7,N0K 1N0,False,CA,Canada,Mitchell,,Ontario,86MWFR62+CC,43.4610998,-81.1989593,America/Toronto,,http://polqualityhomes.com/,+1 519-348-5005,Construction company,https://lh6.googleusercontent.com/-2XeYSwApJiQ/AAAAAAAAAAI/AAAAAAAAAAA/DlO0XLOeyoU/s44-p-k-no-ns-nd/photo.jpg,,,,,Construction company,Construction company,,,4,5,4,15151579565976886359,,-3295164507732665257,https://lh5.googleusercontent.com/p/AF1QipN9QsAEBdOcnwEHSGRkpwIrPR34fyWv_PDhbbCP=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ovZRa90ul04aIlqPa4gf3A&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=316.4261&pitch=0&thumbfov=100,Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4AM|Saturday:Closed|Sunday:Closed,"{'Monday': '8AM-4PM', 'Tuesday': '8AM-4PM', 'Wednesday': '8AM-4PM', 'Thursday': '8AM-4PM', 'Friday': '8AM-4AM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,{'Accessibility': {'Wheelchair accessible parking lot': True}},,"{'1': 1, '2': 0, '3': 0, '4': 1, '5': 3}",,,,,117498120995897387185,True,Pol Quality Homes,https://www.google.com/maps/contrib/117498120995897387185,"https://www.google.com/maps/place/Pol+Quality+Homes/@43.4610998,-81.1989593,14z/data=!4m8!1m2!2m1!1sPol+Quality+Homes!3m4!1s0x882eadf65f4c3b45:0xd2453956b81e9c57!8m2!3d43.4610998!4d-81.1989593"
"Shean Architects Inc., Ontario, Canada",Shean Architects Inc.,ChIJEZgcWj8EzkwRoPCkpJ-6XN4,0x4cce043f5a1c9811:0xde5cba9fa4a4f0a0,"584 Somerset St W, Ottawa, ON K1R 5K2, Canada",Chinatown,584 Somerset St W,K1R 5K2,False,CA,Canada,Ottawa,,Ontario,87Q6C76W+VJ,45.4122394,-75.703377,America/Toronto,,http://www.sheanarchitects.com/,+1 613-680-5100,Architecture firm,https://lh5.googleusercontent.com/-vMGW5J790PI/AAAAAAAAAAI/AAAAAAAAAAA/i995WzWS1Vs/s44-p-k-no-ns-nd/photo.jpg,,,,,Architecture firm,Architecture firm,,,4.3,4,2,16022886769102221472,"https://search.google.com/local/reviews?placeid=ChIJEZgcWj8EzkwRoPCkpJ-6XN4&q=Shean+Architects+Inc.,+Ontario,+Canada&authuser=0&hl=en&gl=US",-2423857304607330144,https://lh5.googleusercontent.com/p/AF1QipOjMPQE86X1SfRyKHCHNomxB9-OFMCW0nKgdLn7=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2IlvcaMvNZiX-AYOHv5kw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=132.82314&pitch=0&thumbfov=100,Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed,"{'Monday': '9AM-5PM', 'Tuesday': '9AM-5PM', 'Wednesday': '9AM-5PM', 'Thursday': '9AM-5PM', 'Friday': '9AM-5PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,{'Accessibility': {'Wheelchair accessible parking lot': True}},,"{'1': 0, '2': 0, '3': 1, '4': 1, '5': 2}",,,,,118298748014641453381,True,Shean Architects Inc.,https://www.google.com/maps/contrib/118298748014641453381,"https://www.google.com/maps/place/Shean+Architects+Inc./@45.4122394,-75.703377,14z/data=!4m8!1m2!2m1!1sShean+Architects+Inc.!3m4!1s0x4cce043f5a1c9811:0xde5cba9fa4a4f0a0!8m2!3d45.4122394!4d-75.703377"
"Three Hills Engineering, Ontario, Canada",Three Hills Engineering Ltd.,ChIJE02goLU61okRfIpzcyBYTaM,0x89d63ab5a0a04d13:0xa34d582073738a7c,"233 Front St, Belleville, ON K8N 2Z4, Canada",,233 Front St,K8N 2Z4,False,CA,Canada,Belleville,,Ontario,87P45J78+V7,44.1646439,-77.3843729,America/Toronto,,http://www.threehillsengineering.com/,+1 613-902-0036,Engineer,https://lh6.googleusercontent.com/-8S8V0Y6p1uo/AAAAAAAAAAI/AAAAAAAAAAA/8bl0JK6yTCk/s44-p-k-no-ns-nd/photo.jpg,,,,,Engineer,Engineer,,,5,7,17,11767158297788123772,,-6679585775921427844,https://lh5.googleusercontent.com/p/AF1QipMgrnARdFAj80JnJIamWMRinIEm6gDP0_TcYSyh=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=piE3PGUMYjFPbannK68qeA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=40.374893&pitch=0&thumbfov=100,Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-4PM|Saturday:Closed|Sunday:Closed,"{'Monday': '9AM-5PM', 'Tuesday': '9AM-5PM', 'Wednesday': '9AM-5PM', 'Thursday': '9AM-5PM', 'Friday': '9AM-4PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,{},,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 7}",,,,,116016716953282285974,True,Three Hills Engineering Ltd.,https://www.google.com/maps/contrib/116016716953282285974,"https://www.google.com/maps/place/Three+Hills+Engineering+Ltd./@44.1646439,-77.3843729,14z/data=!4m8!1m2!2m1!1sThree+Hills+Engineering+Ltd.!3m4!1s0x89d63ab5a0a04d13:0xa34d582073738a7c!8m2!3d44.1646439!4d-77.3843729"
"Toronto Deck and Rail, Ontario, Canada",Toronto Deck and Railing,ChIJYVKqHjVDK4gROjcc35elmrw,0x882b43351eaa5261:0xbc9aa597df1c373a,"1611 Finfar Ct, Mississauga, ON L5J 4K1, Canada",,1611 Finfar Ct,L5J 4K1,False,CA,Canada,Mississauga,,Ontario,87M2G88X+W3,43.5173115,-79.6523299,America/Toronto,,https://torontodeckandrail.com/,+1 437-690-0100,Railing contractor,https://lh5.googleusercontent.com/-D32JxT5wwQw/AAAAAAAAAAI/AAAAAAAAAAA/o3muBEhv6CM/s44-p-k-no-ns-nd/photo.jpg,"Toronto Deck and Rail supplies and installs exterior powder-coated aluminum railings for decks, front steps, patios, and cottages. Offering pickets, glass, privacy and topless glass railings. Open all year round for DIY and for installation!",,,,Railing contractor,"Railing contractor, Deck builder, Stair contractor",,"['company', 'price', 'quote', 'installer', 'product', 'mac', 'glass', 'estimate', 'fair', 'couple']",5,44,58,13590356897245706042,"https://search.google.com/local/reviews?placeid=ChIJYVKqHjVDK4gROjcc35elmrw&q=Toronto+Deck+and+Rail,+Ontario,+Canada&authuser=0&hl=en&gl=US",-4856387176463845574,https://lh5.googleusercontent.com/p/AF1QipMeI4CnCxMc5U1zL3Lhw34bIuigvNyyQkG1Yr-6=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s97tATcxaMgBrN9b7I-QJg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=136.5657&pitch=0&thumbfov=100,Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,"{'Monday': '8AM-4PM', 'Tuesday': '8AM-4PM', 'Wednesday': '8AM-4PM', 'Thursday': '8AM-4PM', 'Friday': '8AM-4PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,"{'Service options': {'Online estimates': True, 'Onsite services': True, 'Language assistance': 'English, Filipino, Russian, Ukrainian'}, 'Accessibility': {'Wheelchair accessible parking lot': True, 'Wheelchair accessible restroom': False, 'Wheelchair accessible seating': False}, 'Amenities': {'Gender-neutral restroom': True}}",,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 43}",,,,,103330210975990876110,True,Toronto Deck and Railing,https://www.google.com/maps/contrib/103330210975990876110,"https://www.google.com/maps/place/Toronto+Deck+and+Railing/@43.5173115,-79.6523299,14z/data=!4m8!1m2!2m1!1sToronto+Deck+and+Railing!3m4!1s0x882b43351eaa5261:0xbc9aa597df1c373a!8m2!3d43.5173115!4d-79.6523299"
"Tridel, Ontario, Canada",Tridel Head Office,ChIJvR6GO-AtK4gR3yxdWCwSoKM,0x882b2de03b861ebd:0xa3a0122c585d2cdf,"4800 Dufferin St, Toronto, ON M3H 5S9, Canada",North York,4800 Dufferin St,M3H 5S9,False,CA,Canada,Toronto,,Ontario,,43.7785294,-79.47014329999999,America/Toronto,,https://tridel.com/,+1 416-661-9290,Corporate office,https://lh3.googleusercontent.com/-fv-mF26ednE/AAAAAAAAAAI/AAAAAAAAAAA/rPcqAz3nnBI/s44-p-k-no-ns-nd/photo.jpg,,,,,Corporate office,Corporate office,,,3.8,55,62,11790443806126320863,,-6656300267583230753,https://lh5.googleusercontent.com/p/AF1QipPxADfDOcRbj3xpM-N9MfnwHDuXl2jv34QKHKCn=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPxADfDOcRbj3xpM-N9MfnwHDuXl2jv34QKHKCn=w1600-h1000-k-no,Monday:11AM-7PM|Tuesday:11AM-7PM|Wednesday:11AM-7PM|Thursday:11AM-7PM|Friday:Closed|Saturday:12-5PM|Sunday:12-5PM,"{'Monday': '11AM-7PM', 'Tuesday': '11AM-7PM', 'Wednesday': '11AM-7PM', 'Thursday': '11AM-7PM', 'Friday': 'Closed', 'Saturday': '12-5PM', 'Sunday': '12-5PM'}",,OPERATIONAL,"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}}",,"{'1': 11, '2': 1, '3': 2, '4': 13, '5': 28}",,,,,103885122879176556621,True,Tridel Head Office,https://www.google.com/maps/contrib/103885122879176556621,"https://www.google.com/maps/place/Tridel+Head+Office/@43.7785294,-79.47014329999999,14z/data=!4m8!1m2!2m1!1sTridel+Head+Office!3m4!1s0x882b2de03b861ebd:0xa3a0122c585d2cdf!8m2!3d43.7785294!4d-79.47014329999999"
"Upper Canada Consultants, Ontario, Canada",Upper Canada Consultants,ChIJ7SRXQnZR04kRgjDSNxbEceE,0x89d35176425724ed:0xe171c41637d23082,"30 Hannover Dr, St. Catharines, ON L2W 1A3, Canada",Grapeview,30 Hannover Dr,L2W 1A3,False,CA,Canada,St. Catharines,,Ontario,87M25PFF+CM,43.1736163,-79.2758528,America/Toronto,,https://ucc.com/,+1 905-688-9400,Engineering consultant,,,,,,Engineering consultant,Engineering consultant,,,4.7,15,1,16244980930606936194,"https://search.google.com/local/reviews?placeid=ChIJ7SRXQnZR04kRgjDSNxbEceE&q=Upper+Canada+Consultants,+Ontario,+Canada&authuser=0&hl=en&gl=US",-2201763143102615422,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MgotluGm4eZFey3TeJS4-Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=326.61017&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MgotluGm4eZFey3TeJS4-Q&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=326.61017&pitch=0&thumbfov=100,Monday:8:30AM-5PM|Tuesday:8:30AM-5PM|Wednesday:8:30AM-5PM|Thursday:8:30AM-5PM|Friday:8:30AM-5PM|Saturday:Closed|Sunday:Closed,"{'Monday': '8:30AM-5PM', 'Tuesday': '8:30AM-5PM', 'Wednesday': '8:30AM-5PM', 'Thursday': '8:30AM-5PM', 'Friday': '8:30AM-5PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,OPERATIONAL,"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}",,"{'1': 1, '2': 0, '3': 0, '4': 0, '5': 14}",,,,,,False,Upper Canada Consultants,,"https://www.google.com/maps/place/Upper+Canada+Consultants/@43.1736163,-79.2758528,14z/data=!4m8!1m2!2m1!1sUpper+Canada+Consultants!3m4!1s0x89d35176425724ed:0xe171c41637d23082!8m2!3d43.1736163!4d-79.2758528"
